제목,날짜,분류,본문,반응수
기자회견 하는 이대성,20230802,스포츠,일본 B리그에 진출하는 이대성이 2일 서울 서초구 힐튼 가든인 서울 강남에서 열린 출국 전 기자회견에서 발언하고 있다. 2023.8.2     soruha@yna.co.kr 기사제공 연합뉴스 설하은,1
"조폐공사, 서울 오프라인 매장서 18일까지 체험행사",20230802,경제,"오롯·디윰관 내부[한국조폐공사 제공. 재판매 및 DB 금지]  한국조폐공사는 여름방학을 맞아 서울 마포구 '오롯·디윰관'에서 오는 18일까지 3주 동안 체험 행사를 한다고 2일 밝혔다.     '나만의 공책 만들기', '상평통보 LED 팔찌 만들기', '5억 돈뭉치에 해당하는 무게와 20㎏ 금괴 모형 들어보기' 등 프로그램을 진행한다.     오롯·디윰관은 공사의 오프라인 매장으로 기념주화와 특이형 기념 메달 등 공사의 특수압인 기술을 적용한 볼거리를 전시하고 있으며, 카드형 골드와 골드바 등도 판매한다.     참여를 원하는 시민은 오는 18일(주말·공휴일)까지 운영시간(오전 10시∼오후 4시) 중 예약 없이 자유롭게 방문하면 된다. 관람료는 무료.",0
"울주군, 환경오염물질 배출시설 위반행위 2건 적발",20230802,사회,"울산시 울주군 청사 전경[연합뉴스 자료사진.재판매 및 DB 금지]  울산시 울주군은 지난 6월 환경오염물질 배출시설 175개소를 점검해 위반행위 2건을 적발했다고 2일 밝혔다.    점검은 대기관리 63개소, 수질관리 67개소, 대기·폐수 16개소, 자원순환 29개소 등 총 175개 업체를 대상으로 이뤄졌다.    점검 결과 대기환경보전법 위반 1건, 폐기물 처리 기준 위반 1건 등 위반행위 총 2건이 적발됐다.    울주군은 위반시설에 대해 경고 및 과태료 부과, 조치명령 등을 내릴 예정이다.    울주군 관계자는 ""지속적인 지도점검으로 기업체의 환경관리인식을 높여 대기 및 수질오염을 예방해 쾌적한 환경을 조성해 나가겠다""고 말했다.",0
이낙연 대선캠프 '댓글조작 의혹' 카카오 압수수색,20230802,사회,경찰 로고[연합뉴스 자료사진]      경찰이 2년여전 더불어민주당의 대선 경선에서 이낙연(71) 전 대표 캠프가 포털사이트의 댓글을 조작했다는 의혹을 본격적으로 수사 중이다.    2일 경찰에 따르면 서울경찰청 사이버범죄수사대는 지난달 25일 경기 성남시의 카카오 사옥 판교아지트를 압수수색했다. 포털사이트 다음의 사용자 정보 등을 확보한 경찰은 압수물을 분석하고 있다.     앞서 김민석 서울 강서구의회 의원(무소속)은 지난 5월 이 전 대표와 선거캠프 관계자들을 컴퓨터 등 장애 업무방해 혐의로 서울중앙지검에 고발했다. 검찰은 지난 6월 사건을 경찰로 넘겼다.    김 의원은 이 전 대표 캠프에서 2020년 9월부터 이듬해 10월까지 약 90개의 ID로 다음 포털 뉴스 페이지의 댓글을 작성하고 매크로 프로그램으로 공감수를 올려 '베스트댓글'을 만드는 등 여론을 조작했다고 주장했다.    이낙연 전 대표에게 유리하거나 이재명 대표에게 불리한 내용을 담은 댓글을 베스트 댓글로 만든 정황이 있다는 것이다.    그는 댓글 조작이 민주당 차원에서 이뤄진 것으로 추측한다며 이재명 민주당 대표도 고발 대상에 포함했다.    이 전 대표 측은 이같은 의혹을 강하게 부인하는 입장이다.,1
질문에 답하는 오버도르프,20230802,스포츠,독일 여자 축구대표팀의 레나 오버도르프가 한국과의 조별리그 3차전 경기를 하루 앞둔 2일 오후(한국시간) 호주 퀸즐랜드주의 브리즈번 스타디움에서 공식 기자회견을 하고 있다. 2023.8.2    utzza@yna.co.kr 기사제공 연합뉴스 김주성,0
"[르포] ""한여름이 가장 힘들어""…에어컨 없는 초소서 버티는 경비원들",20230802,생활,"화장실도 없는 한 평 반 초소서 생활…""차라리 바깥이 시원""     경비원[연합뉴스TV 제공]  ""시원하게, 내 입맛대로 편한 일만 찾을 수 있나. 그냥 하는 거지…""     이른 아침인데도 벌써 기온이 31도까지 치솟은 2일 오전 10시께.    대전 서구의 한 아파트 단지 내 화단에서 쇠스랑으로 흙을 고르는 경비원 A(70)씨의 얼굴에는 굵은 땀방울이 비 오듯 흘러내렸다.     토시로 가린 팔뚝은 땀띠로 얼룩이 져 있고 머리도 땀으로 온통 젖어 있었지만, ""힘들지 않으시냐""는 물음에는 말을 아끼며 묵묵히 잡초를 골라냈다.      이날 오전 이 아파트 단지를 둘러보니 초소 안에서 편하게 쉬고 있는 경비원은 한 명도 찾아볼 수 없었다.      아침에 출근하는 차량 교통정리를 하고 나면 그나마 '선선'한 오전 중에 화단 정리 작업을 마쳐야 해 쉴 틈이 없기 때문이다.     한 평 반 남짓한 경비 초소는 휴게 공간이라기엔 너무 열악하다.        화장실이나 씻을 공간이 없는 데다 건물이 열을 그대로 흡수하는 슬레이트 지붕으로 돼 있어 차라리 뙤약볕이 내리쬐는 바깥이 더 시원할 지경이다.     A씨는 이 아파트에서 8년 동안 근무한 이래 처음으로 올해 여름 경비실에 에어컨이 설치됐는데, 그나마 초소 4∼5곳 당 한 곳밖에 없어 틀기도 쉽지 않다고 전했다.    주민 시선 때문에 경비원들이 모여서 쉴 수도 없고, 전기세가 많이 나올까 봐 걱정도 돼 '그림의 떡'일 뿐이다.       A씨는 이번 여름에 에어컨 바람을 쐐본 적이 한 번도 없다고 했다.     인터뷰에 응하면서도 지나가는 주민들의 눈치를 살피던 A씨는 경비 업무를 하시면서 일 년 중 가장 힘든 계절이 언제냐고 묻는 기자의 질문에 잠깐의 망설임도 없이 ""바로 지금""이라고 답했다.     경비실에 에어컨이 없는 서구 다른 아파트 단지도 사정은 마찬가지.     출근 시간대 교통정리 작업을 끝낸 이 아파트 경비원 B(65)씨는 쉬지도 못하고 곧바로 흙먼지가 날리는 놀이터에서 손등으로 연신 땀을 훔치며 잡초를 뽑아냈다.     B씨는 ""곧 음식물 쓰레기와 일반 쓰레기통 수거 화물차량이 오기 때문에 그전에 주변에 떨어진 담배꽁초와 음식 찌꺼기 등을 씻어내고 정리도 해야 한다""고 말했다.     이어 옥상으로 가서 방화문이 잘 닫혀 있는지 점검하고 이중주차된 차량을 밀어주거나 휴가 중인 입주민들의 택배를 맡아주고 허가받지 않은 외부인 차량에 스티커를 붙이는 일까지 모든 자질구레한 일들이 경비원 몫이다.     재활용품 분리수거일에는 스티로폼을 잘게 부숴 양을 줄이고, 종이상자에 붙은 테이프를 뗀 뒤 차곡차곡 접어서 쌓고, 잘못 분리된 페트병을 옮기는 작업을 하다 보면 온종일도 모자란다.     두 평 남짓한 초소는 화장실을 갖추고 있지만, 소방시설과 사무용품으로 가득 차 있어 의자에 앉아 몸을 뻗기도 어려운 실정이다.     요즘 같은 찜통더위에는 그나마 경로당에 마련된 무더위 쉼터에서 점심시간 이후로 한 시간 더 연장해 쉴 수 있도록 배려해줘서 다행이라고 경비원들은 전했다.     B씨는 ""지난 2월 경비실에 에어컨을 놔주겠다며 회의까지 했는데 기한이 촉박해 내년으로 미뤄졌다고 들었다""며 ""선풍기로 버티고는 있지만, 에어컨이 생기면 정말 고마울 것 같다""고 말했다.         이에 대해 화단에서 잡초를 뽑던 동료 C(57)씨는 ""내년에 달아준다고는 하지만 주민 투표를 거쳐야 한다고 들었다""며 ""주민들이 전기료도 내야 하는데 쉽게 통과될지는 모르겠다""고 회의적인 반응을 보였다.     에어컨이 설치된 대전 한 아파트 경비실[대전아파트 경비노동자 권리 찾기사업단 제공. 재판매 및 DB 금지]앞서 대전 대덕구는 지난 6월 2천826명의 대덕구민의 서명을 받아 발의된 '대전시 대덕구 공동주택 노동자 인권 증진과 고용안정에 관한 조례'를 통과시켜 주목받았다.     대덕구 내 모든 아파트 경비실에 에어컨을 설치한다는 내용을 담고 있다.       주민들이 발의해 경비조례를 개정한 사례는 전국에서 처음이다.     심유리 대전아파트 경비노동자 권리 찾기사업단장은 ""경비노동자들이 3개월 단위로 계약하다 보니 폭염 속에서 일하면서도 에어컨을 설치해달라고 요구하지 못하는 형편""이라며 ""아직 추경에 예산이 반영되지 않은 만큼, 실제 집행으로 이어지도록 대덕구에 요청할 계획""이라고 말했다.     대전 대덕구 아파트 경비조례 시행촉구 기자회견 [대전아파트 경비노동자 권리 찾기사업단 제공. 재판매 및 DB 금지]",2
뮤지컬 '삼총사' 9번째 시즌…박장현·이건명·후이 출연,20230802,생활,"9월 15일 한전아트센터서 개막…이달 대만서 공연    뮤지컬 삼총사 포스터와 출연진[글로벌컨텐츠 제공. 재판매 및 DB 금지]      뮤지컬 '삼총사'의 9번째 시즌이 다음 달 개막한다.    제작사 글로벌컨텐츠는 오는 9월 15일부터 11월 19일까지 서울 한전아트센터에서 열리는 뮤지컬 '삼총사'에 박장현, 이건명, 그룹 펜타곤의 후이 등이 출연한다고 2일 밝혔다.    '삼총사'는 알렉상드르 뒤마의 소설을 원작으로 2004년 체코에서 처음 뮤지컬로 만들어졌다. 국내에서는 2009년 초연한 뒤 9번째 시즌을 맞았다.    17세기 프랑스를 배경으로 왕실의 총사가 되길 꿈꾸는 달타냥과 삼총사 아토스, 아라미스, 포르토스가 국왕 루이 13세를 둘러싼 음모를 밝히는 과정을 담는다.    총사가 되겠다는 꿈을 품고 파리로 향한 청년 달타냥은 박장현, 렌, 펜타곤 후이, SF9 유태양, DKZ 민규가 연기한다. 후이는 이 작품을 통해 처음으로 뮤지컬에 도전한다.    삼총사의 리더 아토스 역은 이건명·최대철·김형균이, 유쾌한 로맨티스트 아라미스 역은 밴드 몽니의 김신의·포르테디콰트로의 테너 김현수·신인선이 맡는다. 화끈한 성격을 보여주는 포르토스는 최오식·장대웅·조순창이 연기한다.      국내 초연부터 함께한 배우 신성우는 연출가 강봉훈과 함께 공동 연출을 맡았다.    '삼총사'는 9월 개막을 앞두고 오는 18∼20일 대만 무대에 오른다.     대만 국립 타이중극장이 개최하는 행사에 초청받아 약 2천석 규모의 공연장에서 관객을 만난다. 이 공연에는 렌, 민규, 이건명, 김현수, 장대웅 등이 출연한다.    뮤지컬 '삼총사' 대만공연 포스터[글로벌컨텐츠 제공. 재판매 및 DB 금지]",80
질문에 답하는 포스-테클렌부르크 독일 감독,20230802,스포츠,독일 여자 축구대표팀의 마르티나 포스-테클렌부르크 감독이 한국과의 조별리그 3차전 경기를 하루 앞둔 2일 오후(한국시간) 호주 퀸즐랜드주의 브리즈번 스타디움에서 공식 기자회견을 하고 있다. 2023.8.2    utzza@yna.co.kr 기사제공 연합뉴스 김주성,0
폭염 잠시 잊게 해주는 얼음물과 선풍기 바람,20230802,경제,"2일 오전 인천국제공항 제2터미널 제2합동청사 확장 건설현장 쉼터에서 건설근로자들이 얼음물을 마시며 잠시 휴식을 취하고 있다.     현장 관계자는 온열질환 예방을 위해 혹서기 근로 시간을 오전 5시부터 오후 1시까지로 정하고, 폭염주의보 시 1시간마다 10분, 폭염경보시 1시간마다 15분씩 휴식을 유도한다고 밝혔다. 또한 근로자 헬멧에 온도에 따라 색이 변하는 스티커를 부착하고, 65세 이상 근무자들에게는 컨디션 저하시 상황실에게 연락할 수 있는 비상버튼을 지급한다고 전했다. 2023.8.2",0
폭염 피해 근무시간 탄력적용 되는 건설현장,20230802,경제,"2일 오전 인천국제공항 제2터미널 제2합동청사 확장 건설현장에서 건설근로자들이 작업을 하고 있다.    현장 관계자는 온열질환 예방을 위해 혹서기 근로 시간을 오전 5시부터 오후 1시까지로 정하고, 폭염주의보 시 1시간마다 10분, 폭염경보시 1시간마다 15분씩 휴식을 유도한다고 밝혔다. 또한 근로자 헬멧에 온도에 따라 색이 변하는 스티커를 부착하고, 65세 이상 근무자들에게는 컨디션 저하시 상황실에게 연락할 수 있는 비상버튼을 지급한다고 전했다. 2023.8.2",0
폭염 잠시 잊게 해주는 얼음물과 선풍기 바람,20230802,경제,"2일 오전 인천국제공항 제2터미널 제2합동청사 확장 건설현장 쉼터에서 건설근로자들이 얼음물을 마시며 잠시 휴식을 취하고 있다.     현장 관계자는 온열질환 예방을 위해 혹서기 근로 시간을 오전 5시부터 오후 1시까지로 정하고, 폭염주의보 시 1시간마다 10분, 폭염경보시 1시간마다 15분씩 휴식을 유도한다고 밝혔다. 또한 근로자 헬멧에 온도에 따라 색이 변하는 스티커를 부착하고, 65세 이상 근무자들에게는 컨디션 저하시 상황실에게 연락할 수 있는 비상버튼을 지급한다고 전했다. 2023.8.2",0
폭염 피해 근무시간 탄력적용 되는 건설현장,20230802,경제,"2일 오전 인천국제공항 제2터미널 제2합동청사 확장 건설현장에서 건설근로자들이 작업을 하고 있다.    현장 관계자는 온열질환 예방을 위해 혹서기 근로 시간을 오전 5시부터 오후 1시까지로 정하고, 폭염주의보 시 1시간마다 10분, 폭염경보시 1시간마다 15분씩 휴식을 유도한다고 밝혔다. 또한 근로자 헬멧에 온도에 따라 색이 변하는 스티커를 부착하고, 65세 이상 근무자들에게는 컨디션 저하시 상황실에게 연락할 수 있는 비상버튼을 지급한다고 전했다. 2023.8.2",0
폭염 잠시 잊게 해주는 얼음물,20230802,경제,"2일 오전 인천국제공항 제2터미널 제2합동청사 확장 건설현장에서 건설근로자가 얼음물을 마시고 있다.    현장 관계자는 온열질환 예방을 위해 혹서기 근로 시간을 오전 5시부터 오후 1시까지로 정하고, 폭염주의보 시 1시간마다 10분, 폭염경보시 1시간마다 15분씩 휴식을 유도한다고 밝혔다. 또한 근로자 헬멧에 온도에 따라 색이 변하는 스티커를 부착하고, 65세 이상 근무자들에게는 컨디션 저하시 상황실에게 연락할 수 있는 비상버튼을 지급한다고 전했다. 2023.8.2",0
폭염 잠시 잊게 해주는 얼음물,20230802,경제,"2일 오전 인천국제공항 제2터미널 제2합동청사 확장 건설현장에서 건설근로자가 얼음물을 마시고 있다.    현장 관계자는 온열질환 예방을 위해 혹서기 근로 시간을 오전 5시부터 오후 1시까지로 정하고, 폭염주의보 시 1시간마다 10분, 폭염경보시 1시간마다 15분씩 휴식을 유도한다고 밝혔다. 또한 근로자 헬멧에 온도에 따라 색이 변하는 스티커를 부착하고, 65세 이상 근무자들에게는 컨디션 저하시 상황실에게 연락할 수 있는 비상버튼을 지급한다고 전했다. 2023.8.2",0
폭염 피해 근무시간 탄력적용 되는 건설현장,20230802,경제,"2일 오전 인천국제공항 제2터미널 제2합동청사 확장 건설현장에서 건설근로자들이 작업을 하고 있다.    현장 관계자는 온열질환 예방을 위해 혹서기 근로 시간을 오전 5시부터 오후 1시까지로 정하고, 폭염주의보 시 1시간마다 10분, 폭염경보시 1시간마다 15분씩 휴식을 유도한다고 밝혔다. 또한 근로자 헬멧에 온도에 따라 색이 변하는 스티커를 부착하고, 65세 이상 근무자들에게는 컨디션 저하시 상황실에게 연락할 수 있는 비상버튼을 지급한다고 전했다. 2023.8.2",0
폭염 피해 근무시간 탄력적용 되는 건설현장,20230802,경제,"2일 오전 인천국제공항 제2터미널 제2합동청사 확장 건설현장에서 건설근로자들이 작업을 하고 있다.    현장 관계자는 온열질환 예방을 위해 혹서기 근로 시간을 오전 5시부터 오후 1시까지로 정하고, 폭염주의보 시 1시간마다 10분, 폭염경보시 1시간마다 15분씩 휴식을 유도한다고 밝혔다. 또한 근로자 헬멧에 온도에 따라 색이 변하는 스티커를 부착하고, 65세 이상 근무자들에게는 컨디션 저하시 상황실에게 연락할 수 있는 비상버튼을 지급한다고 전했다. 2023.8.2",0
폭염 피해 근무시간 탄력적용 되는 건설현장,20230802,경제,"2일 오전 인천국제공항 제2터미널 제2합동청사 확장 건설현장에서 건설근로자들이 작업을 하고 있다.    현장 관계자는 온열질환 예방을 위해 혹서기 근로 시간을 오전 5시부터 오후 1시까지로 정하고, 폭염주의보 시 1시간마다 10분, 폭염경보시 1시간마다 15분씩 휴식을 유도한다고 밝혔다. 또한 근로자 헬멧에 온도에 따라 색이 변하는 스티커를 부착하고, 65세 이상 근무자들에게는 컨디션 저하시 상황실에게 연락할 수 있는 비상버튼을 지급한다고 전했다. 2023.8.2",0
폭염 피해 근무시간 탄력적용 되는 건설현장,20230802,경제,"2일 오전 인천국제공항 제2터미널 제2합동청사 확장 건설현장에서 건설근로자들이 작업을 하고 있다.    현장 관계자는 온열질환 예방을 위해 혹서기 근로 시간을 오전 5시부터 오후 1시까지로 정하고, 폭염주의보 시 1시간마다 10분, 폭염경보시 1시간마다 15분씩 휴식을 유도한다고 밝혔다. 또한 근로자 헬멧에 온도에 따라 색이 변하는 스티커를 부착하고, 65세 이상 근무자들에게는 컨디션 저하시 상황실에게 연락할 수 있는 비상버튼을 지급한다고 전했다. 2023.8.2",0
폭염 잠시 잊게 해주는 얼음물,20230802,경제,"2일 오전 인천국제공항 제2터미널 제2합동청사 확장 건설현장에서 건설근로자들이 얼음물을 마시고 있다.    현장 관계자는 온열질환 예방을 위해 혹서기 근로 시간을 오전 5시부터 오후 1시까지로 정하고, 폭염주의보 시 1시간마다 10분, 폭염경보시 1시간마다 15분씩 휴식을 유도한다고 밝혔다. 또한 근로자 헬멧에 온도에 따라 색이 변하는 스티커를 부착하고, 65세 이상 근무자들에게는 컨디션 저하시 상황실에게 연락할 수 있는 비상버튼을 지급한다고 전했다. 2023.8.2",0
얼음물로 달래보는 열기,20230802,경제,"2일 오전 인천국제공항 제2터미널 제2합동청사 확장 건설현장에서 건설근로자들이 얼음물을 마시고 있다.    현장 관계자는 온열질환 예방을 위해 혹서기 근로 시간을 오전 5시부터 오후 1시까지로 정하고, 폭염주의보 시 1시간마다 10분, 폭염경보시 1시간마다 15분씩 휴식을 유도한다고 밝혔다. 또한 근로자 헬멧에 온도에 따라 색이 변하는 스티커를 부착하고, 65세 이상 근무자들에게는 컨디션 저하시 상황실에게 연락할 수 있는 비상버튼을 지급한다고 전했다. 2023.8.2",0
얼음물로 달래보는 열기,20230802,경제,"2일 오전 인천국제공항 제2터미널 제2합동청사 확장 건설현장에서 건설근로자들이 얼음물을 마시고 있다.    현장 관계자는 온열질환 예방을 위해 혹서기 근로 시간을 오전 5시부터 오후 1시까지로 정하고, 폭염주의보 시 1시간마다 10분, 폭염경보시 1시간마다 15분씩 휴식을 유도한다고 밝혔다. 또한 근로자 헬멧에 온도에 따라 색이 변하는 스티커를 부착하고, 65세 이상 근무자들에게는 컨디션 저하시 상황실에게 연락할 수 있는 비상버튼을 지급한다고 전했다. 2023.8.2",0
얼음물로 달래보는 열기,20230802,경제,"2일 오전 인천국제공항 제2터미널 제2합동청사 확장 건설현장에서 건설근로자들이 얼음물을 마시고 있다.    현장 관계자는 온열질환 예방을 위해 혹서기 근로 시간을 오전 5시부터 오후 1시까지로 정하고, 폭염주의보 시 1시간마다 10분, 폭염경보시 1시간마다 15분씩 휴식을 유도한다고 밝혔다. 또한 근로자 헬멧에 온도에 따라 색이 변하는 스티커를 부착하고, 65세 이상 근무자들에게는 컨디션 저하시 상황실에게 연락할 수 있는 비상버튼을 지급한다고 전했다. 2023.8.2",1
얼음물로 달래보는 열기,20230802,경제,"2일 오전 인천국제공항 제2터미널 제2합동청사 확장 건설현장에서 건설근로자들이 얼음물을 마시고 있다.    현장 관계자는 온열질환 예방을 위해 혹서기 근로 시간을 오전 5시부터 오후 1시까지로 정하고, 폭염주의보 시 1시간마다 10분, 폭염경보시 1시간마다 15분씩 휴식을 유도한다고 밝혔다. 또한 근로자 헬멧에 온도에 따라 색이 변하는 스티커를 부착하고, 65세 이상 근무자들에게는 컨디션 저하시 상황실에게 연락할 수 있는 비상버튼을 지급한다고 전했다. 2023.8.2",0
얼음물로 달래보는 열기,20230802,경제,"2일 오전 인천국제공항 제2터미널 제2합동청사 확장 건설현장에서 건설근로자들이 얼음물을 마시고 있다.    현장 관계자는 온열질환 예방을 위해 혹서기 근로 시간을 오전 5시부터 오후 1시까지로 정하고, 폭염주의보 시 1시간마다 10분, 폭염경보시 1시간마다 15분씩 휴식을 유도한다고 밝혔다. 또한 근로자 헬멧에 온도에 따라 색이 변하는 스티커를 부착하고, 65세 이상 근무자들에게는 컨디션 저하시 상황실에게 연락할 수 있는 비상버튼을 지급한다고 전했다. 2023.8.2",0
폭염 잠시 잊게 해주는 얼음물과 선풍기 바람,20230802,경제,"2일 오전 인천국제공항 제2터미널 제2합동청사 확장 건설현장 쉼터에서 건설근로자들이 얼음물을 마시며 잠시 휴식을 취하고 있다.     현장 관계자는 온열질환 예방을 위해 혹서기 근로 시간을 오전 5시부터 오후 1시까지로 정하고, 폭염주의보 시 1시간마다 10분, 폭염경보시 1시간마다 15분씩 휴식을 유도한다고 밝혔다. 또한 근로자 헬멧에 온도에 따라 색이 변하는 스티커를 부착하고, 65세 이상 근무자들에게는 컨디션 저하시 상황실에게 연락할 수 있는 비상버튼을 지급한다고 전했다. 2023.8.2",0
폭염 잊게 해주는 냉수,20230802,경제,"2일 오전 인천국제공항 제2터미널 제2합동청사 확장 건설현장 쉼터에서 근로자가 다른 근로자의 머리에 물을 뿌려주고 있다.    현장 관계자는 온열질환 예방을 위해 혹서기 근로 시간을 오전 5시부터 오후 1시까지로 정하고, 폭염주의보 시 1시간마다 10분, 폭염경보시 1시간마다 15분씩 휴식을 유도한다고 밝혔다. 또한 근로자 헬멧에 온도에 따라 색이 변하는 스티커를 부착하고, 65세 이상 근무자들에게는 컨디션 저하시 상황실에게 연락할 수 있는 비상버튼을 지급한다고 전했다. 2023.8.2",0
폭염 잊게 해주는 냉수,20230802,경제,"2일 오전 인천국제공항 제2터미널 제2합동청사 확장 건설현장 쉼터에서 근로자가 다른 근로자의 머리에 물을 뿌려주고 있다.    현장 관계자는 온열질환 예방을 위해 혹서기 근로 시간을 오전 5시부터 오후 1시까지로 정하고, 폭염주의보 시 1시간마다 10분, 폭염경보시 1시간마다 15분씩 휴식을 유도한다고 밝혔다. 또한 근로자 헬멧에 온도에 따라 색이 변하는 스티커를 부착하고, 65세 이상 근무자들에게는 컨디션 저하시 상황실에게 연락할 수 있는 비상버튼을 지급한다고 전했다. 2023.8.2",0
북적대는 잼버리 전북홍보관,20230802,사회,2일 전북 부안군 새만금 일대에서 열리는 '제25회 세계스카우트 잼버리' 야영장 델타구역 전라북도홍보관에서 참가자들이 체험 활동을 하고 있다. 2023.8.2,0
새만금 세계잼버리 전북홍보관,20230802,사회,2일 전북 부안군 새만금 일대에서 열리는 '제25회 세계스카우트 잼버리' 야영장 델타구역에 마련된 전라북도홍보관. 2023.8.2,0
'반달 돌칼을 만들자',20230802,사회,2일 전북 부안군 새만금 일대에서 열리는 '제25회 세계스카우트 잼버리' 야영장 델타구역 전라북도홍보관에서 참가자들이 체험 활동을 하고 있다. 2023.8.2,0
태권문화 체험하는 잼버리 참가자들,20230802,사회,2일 전북 부안군 새만금 일대에서 열리는 '제25회 세계스카우트 잼버리' 야영장 델타구역 전라북도홍보관에서 잼버리 참가자들이 태권도 체험 활동에 참여 하고 있다. 2023.8.2,0
'수억 뇌물 혐의' 현직 경무관 2시간 구속심사…묵묵부답(종합),20230802,사회,"공수처 두 번째 영장…구속 여부 이르면 오늘 결정    고위공직자범죄수사처[연합뉴스 자료사진]  수사와 관련된 민원 해결을 대가로 수억원대 금품을 수수한 혐의를 받는 서울경찰청 소속 김모 경무관이 2일 구속 심사를 받았다.    서울중앙지법 윤재남 영장전담 부장판사는 이날 오전 10시 30분 김 경무관의 구속 전 피의자 심문(영장 심사)을 열고 약 2시간 동안 구속 수사 필요성을 심리했다. 구속 여부는 이르면 이날 밤 결정된다.    이날 공수처는 수사에 참여한 검사 3명을 투입, 파워포인트(PPT)를 제시하며 혐의의 중대성과 증거인멸 우려 등 김 경무관의 구속 필요성을 강조한 것으로 전해졌다.    김 경무관은 지난해 6월 이상영 대우산업개발 회장에게서 경찰 수사 무마 대가로 3억원을 약속받고 이 중 1억2천만원을 수수한 혐의를 받는다.    그는 다른 기업 관계자 A씨에게서 수사 관련 민원 해결 대가로 수억원대 금품을 받은 혐의도 있다.    공수처는 뇌물 수수액이 크고 증거인멸 우려 등이 있다며 A씨 사건과 관련한 혐의로 지난달 31일 구속영장을 청구했다.    김 경무관의 신병을 확보한 뒤 대우산업개발 뇌물 의혹 사건을 보강 수사하겠다는 것이 공수처 방침이다.    공수처는 이날 영장심사에서 김 경무관이 대우산업개발 관련 혐의로 수사를 받는 점도 구속 필요성으로 언급한 것으로 알려졌다.    김 경무관은 지난달 28일 첫 피의자 신분 조사에서 혐의 대부분을 부인한 것으로 알려졌다.    김 경무관은 이날 법원에 출석하며 뇌물 수수 여부를 묻는 취재진 질문에 묵묵부답했다.    공수처가 피의자에 대해 구속영장을 청구한 것은 이른바 '고발 사주' 의혹으로 기소된 손준성 서울고검 송무부장에 이어 두 번째다. 김 경무관 사건은 공수처가 자체 인지해 수사한 첫 사례다.    만약 김 경무관에 대한 구속영장이 발부되면 공수처가 주요 피의자를 구속하는 첫 사례가 된다.",1
"""전통 장 맛 보세요""",20230802,사회,2일 전북 부안군 새만금 일대에서 열리는 '제25회 세계스카우트 잼버리' 야영장 델타구역에 마련된 전라북도홍보관에서 순창 전통 장아찌가 판매되고 있다. 2023.8.2,0
한국 떡볶이 맛보는 스카우트 대원들,20230802,사회,2일 전북 부안군 새만금 일대에서 열리는 '제25회 세계스카우트 잼버리' 야영장 델타구역에서 잼버리 참가자들이 떡볶이 체험 행사에 참여하고 있다. 2023.8.2,0
